Data e Hora,Tipo de Processamento,Tempo de Processamento,Nome do Arquivo,Tamanho do Arquivo,Resultado do Processamento,Mensagem de Erro
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.992,02746d24_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Mistura de Áudio,0.995,02746d24_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,3.9880000000000004,030ec18b_nohash_0.wav,28.04296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,030ec18b_nohash_0.wav,28.04296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,5.983,030ec18b_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Mistura de Áudio,0.0,030ec18b_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.99,035de8fe_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,035de8fe_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.991,035de8fe_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,035de8fe_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,4.983,037c445a_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,037c445a_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.993,0447d7c1_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,0447d7c1_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,4.987,0474c92a_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,0474c92a_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.992,05cf43ef_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Convolução de Áudio,0.0,05cf43ef_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.994,05d18852_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,05d18852_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,23.936,0616de09_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,0616de09_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,11.971,06a79a03_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,06a79a03_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,22.939,070b49af_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,070b49af_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,19.93,079d1020_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Recorte de Áudio,0.998,079d1020_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,5.984,07c5129e_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Mistura de Áudio,0.0,07c5129e_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,19.945999999999998,096456f9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,096456f9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,13.961,099d52ad_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,099d52ad_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,17.95,099d52ad_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Convolução de Áudio,0.9990000000000001,099d52ad_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.991,0a9f9af7_nohash_0.wav,26.7109375,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,0a9f9af7_nohash_0.wav,26.7109375,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,3.9909999999999997,0a9f9af7_nohash_1.wav,28.04296875,Sucesso,
2024-03-14 18:19:54,Mistura de Áudio,,0a9f9af7_nohash_1.wav,28.04296875,Erro,"operands could not be broadcast together with shapes (19757,) (22050,) "
2024-03-14 18:19:54,Leitura de Arquivo WAV,5.983,0ab3b47d_nohash_0.wav,25.376953125,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,0ab3b47d_nohash_0.wav,25.376953125,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,6.98,0b77ee66_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,0b77ee66_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.992,0c2d2ffa_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Recorte de Áudio,0.0,0c2d2ffa_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,1.996,0c40e715_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,0c40e715_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,5.008,0cd323ec_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,0cd323ec_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,3.9909999999999997,0d393936_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Concatenação de Áudio,0.0,0d393936_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.992,0d53e045_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Convolução de Áudio,0.9990000000000001,0d53e045_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,14.956000000000001,0d53e045_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,0d53e045_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,8.977,0e5193e6_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,0e5193e6_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.991,0ea0e2f4_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,0ea0e2f4_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,4.992,0eb48e10_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Convolução de Áudio,0.0,0eb48e10_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,15.958,0f250098_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,0f250098_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,2.993,0f7dc557_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Recorte de Áudio,0.0,0f7dc557_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,3.9899999999999998,0f7dc557_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Filtragem de Áudio,0.0,0f7dc557_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Leitura de Arquivo WAV,10.97,0fa1e7a9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:54,Inversão de Áudio,0.0,0fa1e7a9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,2.993,0fa1e7a9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Recorte de Áudio,0.0,0fa1e7a9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,6.982,0ff728b5_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.995,0ff728b5_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,3.9899999999999998,0ff728b5_nohash_3.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Concatenação de Áudio,0.0,0ff728b5_nohash_3.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,10.97,10627519_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Inversão de Áudio,0.0,10627519_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,13.961,106a6183_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Mistura de Áudio,0.0,106a6183_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,12.966,106a6183_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Mistura de Áudio,0.0,106a6183_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,10.97,10ace7eb_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.0,10ace7eb_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,22.544,10ace7eb_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Concatenação de Áudio,1.013,10ace7eb_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,2.994,11099149_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.0,11099149_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,14.956999999999999,118261a9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Inversão de Áudio,0.0,118261a9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,43.882,118261a9_nohash_2.wav,29.068359375,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.0,118261a9_nohash_2.wav,29.068359375,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,17.474,11860c84_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.0,11860c84_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,22.967000000000002,11a022ba_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Inversão de Áudio,0.0,11a022ba_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,17.953,122c5aa7_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Concatenação de Áudio,0.0,122c5aa7_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,16.955000000000002,122c5aa7_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Concatenação de Áudio,0.0,122c5aa7_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,31.436,122c5aa7_nohash_3.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.0,122c5aa7_nohash_3.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,28.924,122c5aa7_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Recorte de Áudio,22.915000000000003,122c5aa7_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,9.963,12529547_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Inversão de Áudio,0.0,12529547_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,73.803,129c7d8d_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Convolução de Áudio,0.0,129c7d8d_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,23.936,1338a799_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Filtragem de Áudio,0.9970000000000001,1338a799_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,440.821,14872d06_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Concatenação de Áudio,0.0,14872d06_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:55,Leitura de Arquivo WAV,13.967,151bfb79_nohash_0.wav,29.068359375,Sucesso,
2024-03-14 18:19:55,Mistura de Áudio,,151bfb79_nohash_0.wav,29.068359375,Erro,"operands could not be broadcast together with shapes (20481,) (22050,) "
2024-03-14 18:19:56,Leitura de Arquivo WAV,75.797,15b0c947_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,0.0,15b0c947_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,19.945999999999998,15b0c947_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,15b0c947_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,47.870999999999995,15c563d7_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,15c563d7_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,93.75,15c563d7_nohash_3.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,15c563d7_nohash_3.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,19.947,15c563d7_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,15c563d7_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,12.965000000000002,15f04ff8_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Concatenação de Áudio,0.0,15f04ff8_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,17.951999999999998,1625acd8_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,1625acd8_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,15.958,1626bc5a_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1626bc5a_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,26.968,1678e6f1_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,1678e6f1_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,13.978000000000002,16d41d07_nohash_0.wav,29.376953125,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,16d41d07_nohash_0.wav,29.376953125,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,11.969999999999999,16db1582_nohash_0.wav,26.166015625,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.9970000000000001,16db1582_nohash_0.wav,26.166015625,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.9890000000000003,171b56dc_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.9970000000000001,171b56dc_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.9909999999999997,173ae793_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,173ae793_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.997,173ce2be_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,173ce2be_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,4.09,173ce2be_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,173ce2be_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.9880000000000004,173e6bbf_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,173e6bbf_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,5.001,179a61b7_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Convolução de Áudio,0.9840000000000001,179a61b7_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.991,179a61b7_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,179a61b7_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,22.941,17c94b23_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,0.0,17c94b23_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,14.95,1887fe04_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1887fe04_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,20.945999999999998,18c54a68_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,18c54a68_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,19.945999999999998,190821dc_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,190821dc_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,14.954,190821dc_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Concatenação de Áudio,0.0,190821dc_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,30.918,1942abd7_nohash_0.wav,30.51953125,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,,1942abd7_nohash_0.wav,30.51953125,Erro,"operands could not be broadcast together with shapes (21505,) (22050,) "
2024-03-14 18:19:56,Leitura de Arquivo WAV,18.949,1942abd7_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1942abd7_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,14.961,19785c4e_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,19785c4e_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,52.86,19785c4e_nohash_2.wav,22.7109375,Sucesso,
2024-03-14 18:19:56,Concatenação de Áudio,0.0,19785c4e_nohash_2.wav,22.7109375,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,31.916,1995cf9e_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1995cf9e_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,24.965999999999998,1995cf9e_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,1995cf9e_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.991,1a673010_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,1a673010_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.9890000000000003,1aed7c6d_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Convolução de Áudio,0.9970000000000001,1aed7c6d_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,4.984999999999999,1b4c9b89_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,0.0,1b4c9b89_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.99,1bb574f9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,1bb574f9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.992,1bb6ed89_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,1bb6ed89_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,8.977,1bc45db9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Recorte de Áudio,0.0,1bc45db9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,4.984999999999999,1bc45db9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.0,1bc45db9_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,7.976999999999999,1c6e5447_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1c6e5447_nohash_2.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.9880000000000004,1cc80e39_nohash_0.wav,24.71484375,Sucesso,
2024-03-14 18:19:56,Concatenação de Áudio,0.0,1cc80e39_nohash_0.wav,24.71484375,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,6.98,1cc80e39_nohash_2.wav,21.8125,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,4.988,1cc80e39_nohash_2.wav,21.8125,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.992,1cec8d71_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,0.0,1cec8d71_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.99,1d919a90_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1d919a90_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,1.997,1e31353f_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,0.0,1e31353f_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,15.956000000000001,1e412fac_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Filtragem de Áudio,0.9970000000000001,1e412fac_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,5.984,1e9b215e_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Concatenação de Áudio,0.0,1e9b215e_nohash_1.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,2.993,1e9b215e_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Inversão de Áudio,0.0,1e9b215e_nohash_4.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,3.9899999999999998,1ecfb537_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Mistura de Áudio,0.0,1ecfb537_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Leitura de Arquivo WAV,8.975,1ed557b9_nohash_0.wav,31.29296875,Sucesso,
2024-03-14 18:19:56,Concatenação de Áudio,0.0,1ed557b9_nohash_0.wav,31.29296875,Sucesso,
